pdb,ligand_file,chembl_id,tanimoto_index,smiles
2weg,3ryj_ligand_similar_247,CHEMBL3480124,0.637255,COCC1CCN(C1)S(=O)(=O)c1ccc(cc1)C(=O)NCC(F)F
2weg,3ryj_ligand_similar_248,CHEMBL3314173,0.636364,O=S(=O)(c1ccc(CNC(=O)CCCNC(=N)N)cc1)N
2weg,3ryj_ligand_similar_262,CHEMBL419,0.630769,S(=O)(=O)(N)c1ccc(cc1)CN
2weg,3ryj_ligand_similar_266,CHEMBL3355508,0.630435,O=S(=O)(Nc1ccccc1)c1ccc(C(=O)N(Cc2ccccc2)CCO)cc1
2weg,3ryj_ligand_similar_270,CHEMBL1883259,0.628866,S(=O)(=O)(N(C)C)c1ccc(C(=O)N(c2ccccc2)CCCC)cc1
2weg,3ryj_ligand_similar_272,CHEMBL1432023,0.627907,S(=O)(=O)(N)c1ccc(CNC(=O)C(c2ccccc2)c2ccccc2)cc1
2weg,3ryj_ligand_similar_276,CHEMBL1405166,0.62766,S(=O)(=O)(NCc1ccc(C(=O)N2CCCC2)cc1)c1ccc(cc1)C
2weg,3ryj_ligand_similar_278,CHEMBL1864269,0.62766,S(=O)(=O)(N)c1ccc(C(NC(=O)C2CCN(C(=O)c3ccc(F)cc3)CC2)C)cc1
2weg,3ryj_ligand_similar_279,CHEMBL1359130,0.626506,S(=O)(=O)(c1ccc(cc1)C(=O)NC(c1ccccc1)C)C(F)F
2weg,3ryj_ligand_similar_280,CHEMBL1895956,0.626374,S(=O)(=O)(N1CCN(C(=O)c2ccccc2)CC1)c1ccc(cc1)C
2weg,3ryj_ligand_similar_281,CHEMBL1890343,0.626374,S(=O)(=O)(Nc1ccc(C(=O)NC2CC2)cc1)c1ccc(cc1)C
2weg,3ryj_ligand_similar_282,CHEMBL1586231,0.564356,S(=O)(=O)(N)c1ccc(cc1)CNC(=O)c1c([N+](=O)[O-])c(ccc1)C
2weg,3ryj_ligand_similar_285,CHEMBL1513014,0.625,S(=O)(=O)(N1CCCC1)c1ccc(cc1)C(=O)NCCc1ccccc1
2weg,3ryj_ligand_similar_286,CHEMBL1463621,0.625,S(=O)(=O)(N)c1ccc(C(NC(=O)CCCC2CCCCC2)C)cc1
2weg,3ryj_ligand_similar_290,CHEMBL3355510,0.623656,O=S(=O)(Nc1ccccc1)c1ccc(C(=O)N(Cc2ccccc2)CCN(C)C)cc1
2weg,3ryj_ligand_similar_292,CHEMBL1503099,0.623529,S(=O)(=O)(c1ccc(C(=O)NC2CCCCC2)cc1)C
2weg,3ryj_ligand_similar_293,CHEMBL2136194,0.622449,S(=O)(=O)(N1CCCCC1)c1ccc(cc1)C(=O)NCCc1ccccc1
2weg,3ryj_ligand_similar_294,CHEMBL1553606,0.622449,S(=O)(=O)(N1CCC(CC1)C)c1ccc(C(=O)N2CC(C(F)(F)F)CCC2)cc1
2weg,3ryj_ligand_similar_295,CHEMBL1513414,0.622449,S(=O)(=O)(N1CCCCC1)c1ccc(C(=O)N2CC(C(F)(F)F)CCC2)cc1
2weg,3ryj_ligand_similar_296,CHEMBL3092264,0.622222,S(=O)(=O)(c1ccc(cc1)C(=O)O)N(Cc1ccccc1)CC
2weg,3ryj_ligand_similar_302,CHEMBL152694,0.621053,S(=O)(=O)(c1ccc(C(=O)NCC(=O)NC(C(=O)O)C(C)C)cc1)N
2weg,3ryj_ligand_similar_307,CHEMBL1499560,0.618557,S(=O)(=O)(N(C)C)c1ccc(C(=O)NCC2(N3CCCCC3)CCCCC2)cc1
2weg,3ryj_ligand_similar_311,CHEMBL153748,0.618557,S(=O)(=O)(c1ccc(C(=O)NC(C(=O)O)CCCC)cc1)N
2weg,3ryj_ligand_similar_315,CHEMBL1617495,0.617021,S(=O)(=O)(Nc1ccccc1)c1ccc(C(=O)N2CCN(CC2)C)cc1
2weg,3ryj_ligand_similar_317,CHEMBL611381,0.617021,CC(C)CCNC(=O)c1ccc(NS(=O)(=O)c2ccc(C)cc2)cc1
2weg,3ryj_ligand_similar_32,CHEMBL294548,0.759494,S(=O)(=O)(c1ccc(C(=O)NCCCCCCCC)cc1)N
2weg,3ryj_ligand_similar_320,CHEMBL1404728,0.616279,S(=O)(=O)(Nc1ccc(cc1)C(=O)NCC)c1ccccc1
2weg,3ryj_ligand_similar_322,CHEMBL259848,0.616279,c1ccc(cc1)S(=O)(=O)Nc1ccc(cc1)C(=O)NCc1ccccc1
2weg,3ryj_ligand_similar_324,CHEMBL1905904,0.616162,S(=O)(=O)(N1CCCC1)c1ccc(C(=O)N2CC(C(F)(F)F)CCC2)cc1
2weg,3ryj_ligand_similar_329,CHEMBL2371077,0.614583,S(=O)(=O)(c1ccc(C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@H](C(=O)O)C(C)C)cc1)N
2weg,3ryj_ligand_similar_332,CHEMBL2371095,0.614583,S(=O)(=O)(c1ccc(C(=O)NCC(=O)NCC(=O)N[C@H](C(=O)O)C(C)(C)C)cc1)N
2weg,3ryj_ligand_similar_34,CHEMBL122249,0.757143,S(=O)(=O)(c1ccc(CNC(=O)CN)cc1)N
2weg,3ryj_ligand_similar_341,CHEMBL1706901,0.612903,S(=O)(=O)(NCc1ccc(C(=O)NCCN(Cc2ccccc2)Cc2ccccc2)cc1)c1ccc(cc1)C
2weg,3ryj_ligand_similar_346,CHEMBL1729598,0.612245,S(=O)(=O)(N(c1ccccc1)C)c1ccc(C(=O)N2CCCC2)cc1
2weg,3ryj_ligand_similar_348,CHEMBL1535634,0.612245,S(=O)(=O)(Nc1c(cccc1)C)c1ccc(C(=O)N2CCCC2)cc1
2weg,3ryj_ligand_similar_359,CHEMBL1873864,0.610526,S(=O)(=O)(Nc1ccc(C(=O)N2CCCC2)cc1)c1ccc(cc1)C
2weg,3ryj_ligand_similar_360,CHEMBL3355493,0.610526,O=S(=O)(Nc1cccc(c1)C(C)(C)C)c1ccc(C(=O)N(Cc2ccccc2)C)cc1
2weg,3ryj_ligand_similar_365,CHEMBL3487944,0.608247,CN(Cc1ccsc1)C(=O)c1ccc(cc1)S(=O)(=O)NC(C)(C)C
2weg,3ryj_ligand_similar_367,CHEMBL1721453,0.608247,S(=O)(=O)(N(C)C)c1ccc(C(=O)NCC(N2CCOCC2)(C)C)cc1
2weg,3ryj_ligand_similar_369,CHEMBL345762,0.608247,S(=O)(=O)(c1ccc(C(=O)NCC(=O)NC(C(=O)O)C(O)C)cc1)N
2weg,3ryj_ligand_similar_37,CHEMBL63627,0.753247,S(=O)(=O)(c1ccc(C(=O)NCc2ccc(N(C)C)cc2)cc1)N
2weg,3ryj_ligand_similar_371,CHEMBL51200,0.608247,S(=O)(=O)(c1ccc(C(=O)N[C@@H](CC(=O)N)C(=O)O)cc1)N
2weg,3ryj_ligand_similar_373,CHEMBL392809,0.607143,c1ccccc1S(=O)(=O)N(C(=O)c1ccccc1)C
2weg,3ryj_ligand_similar_375,CHEMBL3590189,0.606383,c1(ccc(cc1)S(=O)(=O)N(Cc1ccc(cc1)C(=O)N(CCN(Cc1ccccc1)C(C)C)C)C)C
2weg,3ryj_ligand_similar_38,CHEMBL302105,0.75,S(=O)(=O)(c1ccc(C(=O)NCC23CC4CC(C3)CC(C2)C4)cc1)N
2weg,3ryj_ligand_similar_388,CHEMBL3355503,0.606061,O=S(=O)(Nc1ccccc1)c1ccc(C(=O)N(CC2CCN(CC2)C)C)cc1
2weg,3ryj_ligand_similar_396,CHEMBL3138140,0.604396,S(=O)(=O)(c1ccc(CNC(=O)CC[C@H]([C@@H]2[C@@]3([C@H]([C@H]4[C@@H]([C@@]5([C@H](C[C@H]4O)C[C@@H](CC5)O)C)CC3)CC2)C)C)cc1)N
2weg,3ryj_ligand_similar_4,CHEMBL77857,0.892308,S(=O)(=O)(c1ccc(C(=O)N(CC)CC)cc1)N
2weg,3ryj_ligand_similar_401,CHEMBL1890460,0.604167,S(=O)(=O)(Nc1ccc(C(=O)NC2CC2)cc1)c1ccc(cc1)C(=O)C
2weg,3ryj_ligand_similar_403,CHEMBL1496224,0.604167,S(=O)(=O)(NCc1ccc(C(=O)N(CCC#N)C)cc1)c1ccc(cc1)C
2weg,3ryj_ligand_similar_409,CHEMBL1735486,0.60396,S(=O)(=O)(N1CCCCCC1)c1ccc(C(=O)N2CCN(CC2)Cc2ccccc2)cc1
2weg,3ryj_ligand_similar_411,CHEMBL1714258,0.60396,S(=O)(=O)(N1CCCCCC1)c1ccc(C(=O)N(Cc2cc(F)ccc2)C)cc1
2weg,3ryj_ligand_similar_412,CHEMBL1592748,0.60396,S(=O)(=O)(N1CCCCCC1)c1ccc(C(=O)N2CC(C(F)(F)F)CCC2)cc1
2weg,3ryj_ligand_similar_419,CHEMBL1530914,0.602041,S(=O)(=O)(NCc1ccc(C(=O)N2CCCC2)cc1)c1ccc(C(C)(C)C)cc1
2weg,3ryj_ligand_similar_421,CHEMBL344056,0.602041,C(C(C(C(C(=O)NCc1ccc(S(=O)(=O)N)cc1)(F)F)(F)F)(F)F)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F
2weg,3ryj_ligand_similar_44,CHEMBL3586217,0.740741,c1cc(ccc1C(=O)NCc1ccccc1)S(=O)(=O)N(CCC)CCC
2weg,3ryj_ligand_similar_48,CHEMBL305376,0.674419,S(=O)(=O)(c1ccc(C(=O)NCc2ccc([N+](=O)[O-])cc2)cc1)N
2weg,3ryj_ligand_similar_53,CHEMBL67475,0.725,S(=O)(=O)(c1ccc(C(=O)NCc2ccncc2)cc1)N
2weg,3ryj_ligand_similar_54,CHEMBL2355939,0.721519,S(=O)(=O)(N)c1ccc(cc1)CNC(=O)c1ccc(C(=O)c2ccccc2)cc1
2weg,3ryj_ligand_similar_55,CHEMBL1579750,0.721519,S(=O)(=O)(N)c1ccc(cc1)CNC(=O)c1c(SC)cccc1
2weg,3ryj_ligand_similar_56,CHEMBL1907275,0.719512,S(=O)(=O)(N(CC)CC)c1ccc(cc1)C(=O)NCCN(C)C
2weg,3ryj_ligand_similar_57,CHEMBL2377786,0.716049,S(=O)(=O)(c1ccc(CN2C(=O)c3ccccc3C2=O)cc1)N
2weg,3ryj_ligand_similar_59,CHEMBL3310911,0.716049,c1c(ccc(c1)C(=O)NC)S(=O)(=O)N(CCC)CCC
2weg,3ryj_ligand_similar_6,CHEMBL51506,0.878788,S(=O)(=O)(c1ccc(CNC(=O)c2ccc(S(=O)(=O)N)cc2)cc1)N
2weg,3ryj_ligand_similar_60,CHEMBL50446,0.716049,S(=O)(=O)(c1ccc(C(=O)N[C@H](C(=O)O)C)cc1)N
2weg,3ryj_ligand_similar_73,CHEMBL1491187,0.703704,S(=O)(=O)(N)c1ccc(cc1)CCNC(=O)c1c2c(ccc1)cccc2
2weg,3ryj_ligand_similar_75,CHEMBL53135,0.698795,S(=O)(=O)(c1ccc(C(=O)N[C@H](C(=O)O)CO)cc1)N
2weg,3ryj_ligand_similar_78,CHEMBL74557,0.696203,C1(C(C1C(=O)NCc1ccc(cc1)S(=O)(=O)N)(C)C)(C)C
2weg,3ryj_ligand_similar_79,CHEMBL4061868,0.694118,O=S(=O)(c1ccc(cc1)C(=O)NCCc1ccccc1)N(C)C
2weg,3ryj_ligand_similar_81,CHEMBL1725223,0.691358,S(=O)(=O)(N)c1ccc(cc1)CNC(=O)c1ccncc1
2weg,3ryj_ligand_similar_82,CHEMBL432626,0.6875,C(CC(CCC)C(=O)NCc1ccc(cc1)S(=O)(=O)N)C
2weg,3ryj_ligand_similar_84,CHEMBL3629237,0.686047,O=S(=O)(c1ccc(C(=O)NCCNC(=O)CCN(CCC(=O)NCCNC(=O)c2ccc(S(=O)(=O)N)cc2)CCN(CCC(=O)NCCNC(=O)c2ccc(S(=O)(=O)N)cc2)CCC(=O)NCCNC(=O)c2ccc(S(=O)(=O)N)cc2)cc1)N
2weg,3ryj_ligand_similar_87,CHEMBL152298,0.686047,S(=O)(=O)(c1ccc(C(=O)NC(C(=O)O)C(C)(C)C)cc1)N
2weg,3ryj_ligand_similar_90,CHEMBL1896137,0.685393,S(=O)(=O)(N1CCCCC1)c1ccc(cc1)C(=O)NCc1ccc(cc1)C
2weg,3ryj_ligand_similar_91,CHEMBL1334782,0.685393,S(=O)(=O)(N(CC)CC)c1ccc(cc1)C(=O)NCC1CCCCC1
2weg,3ryj_ligand_similar_93,CHEMBL1898847,0.682353,S(=O)(=O)(Nc1ccc(cc1)C)c1ccc(cc1)C(=O)NCc1ccc(S(=O)(=O)N)cc1
2weg,3ryj_ligand_similar_95,CHEMBL3355482,0.682353,O=S(=O)(Nc1ccccc1)c1ccc(C(=O)N(Cc2ccccc2)C)cc1
2weg,4jsz_ligand_similar_12,CHEMBL574,0.764706,c1cc(ccc1S(=O)(=O)N)C
2weg,4jsz_ligand_similar_17,CHEMBL2058998,0.722222,O=S(=O)(c1ccc(c2c1cccc2)O)N
2weg,4jsz_ligand_similar_18,CHEMBL1946184,0.722222,O=S(=O)(c1c(cccc1)Br)N
2weg,4jsz_ligand_similar_20,CHEMBL457047,0.722222,NS(=O)(=O)c1cccc2c(O)cccc12
2weg,4jsz_ligand_similar_22,CHEMBL804,0.722222,S(=O)(=O)(c1ccc(cc1)Cl)N
2weg,4jsz_ligand_similar_23,CHEMBL178852,0.722222,c1cc(ccc1Br)S(=O)(=O)N
2weg,4jsz_ligand_similar_25,CHEMBL531249,0.702703,NS(=O)(=O)c1cccc(Br)c1
2weg,4jsz_ligand_similar_34,CHEMBL366729,0.65,S(=O)(=O)(c1cc(c(cc1)Cl)Cl)N
2weg,4jsz_ligand_similar_35,CHEMBL358263,0.65,c1cc(ccc1S(=O)(=O)N)CC
2weg,4jsz_ligand_similar_40,CHEMBL1338788,0.634146,S(=O)(=O)(N(S(=O)(=O)c1ccccc1)F)c1ccccc1
2weg,4jsz_ligand_similar_43,CHEMBL272881,0.634146,c1c(ccc(c1)C#C)S(=O)(=O)N
2weg,4jsz_ligand_similar_45,CHEMBL178209,0.634146,S(=O)(=O)(c1ccc(C#N)cc1)N
2weg,4jsz_ligand_similar_47,CHEMBL176402,0.634146,c1cc(OC)ccc1S(=O)(=O)N
2weg,4jsz_ligand_similar_62,CHEMBL4094700,0.604651,O=S(=O)(c1ccc(cc1)C(F)(F)F)N
2weg,4jsz_ligand_similar_63,CHEMBL3765255,0.604651,O=S(=O)(c1ccc(c2ccc(c3ccc(S(=O)(=O)N)cc3)cc2)cc1)N
2weg,4jsz_ligand_similar_70,CHEMBL176495,0.604651,c1cc(c(cc1)S(=O)(=O)N)NN
2weg,4jsz_ligand_similar_73,CHEMBL282157,0.52,S(=O)(=O)(N)c1ccc(cc1)[N+](=O)[O-]
2weg,4jsz_ligand_similar_76,CHEMBL120934,0.604651,S(=O)(=O)(NO)c1ccc(cc1)I
2weg,4jsz_ligand_similar_77,CHEMBL38105,0.604651,S(=O)(=O)(c1ccc(cc1)Cl)NC
2weg,4jsz_ligand_similar_8,CHEMBL3923165,0.764706,O=S(=O)(c1ccccc1)N(C)C
2y5h,1lpg_ligand_similar_10,CHEMBL317484,0.880282,n1(c(cc2c1ccc(c2)OCc1ccccc1)C(=O)N[C@@H](c1ccccc1)C)Cc1cc(C(=N)N)ccc1.C(C(=O)O)(F)(F)F
2y5h,1lpg_ligand_similar_100,CHEMBL96243,0.735099,n1(c(cc2c1cccc2O)C(=O)NCc1cc(c(cc1)Cl)Cl)Cc1cc(C(=N)N)ccc1
2y5h,1lpg_ligand_similar_103,CHEMBL554256,0.732026,n1(c(cc2c1ccc(c2)F)C(=O)NCc1ccc([N+](CC=C)(C)C)cc1)Cc1cc(C(=N)N)ccc1.C(C(=O)[O-])(F)(F)F
2y5h,1lpg_ligand_similar_105,CHEMBL327986,0.731034,n1(c(cc2c1cccc2C)C(=O)NCc1nccc2c1cccc2)Cc1cc(C(=N)N)ccc1
2y5h,1lpg_ligand_similar_107,CHEMBL541148,0.72956,n1(c(cc2c1cccc2OC)C(=O)NCc1ccc(c2cc[n+](cc2)C)cc1)Cc1cc(C(=N)N)ccc1.C(C(=O)[O-])(F)(F)F
2y5h,1lpg_ligand_similar_11,CHEMBL1190715,0.863309,n1(c(cc2c1cc(cc2)OC)C(=O)NCc1ccc([N+](C)(C)C)cc1)Cc1cc(C(=N)N)ccc1
2y5h,1lpg_ligand_similar_111,CHEMBL549688,0.729032,c1(n(c2c(c1Cl)cccc2)Cc1cc(C(=N)N)ccc1)C(=O)NCc1ccc([N+](C)(C)C)cc1.C(C(=O)[O-])(F)(F)F
2y5h,1lpg_ligand_similar_112,CHEMBL328355,0.726667,n1(c(cc2c1cccc2O)C(=O)NCC1CCCCC1)Cc1cc(C(=N)N)ccc1
2y5h,1lpg_ligand_similar_113,CHEMBL329029,0.726667,n1(c(cc2c1cccc2O)C(=O)NCC12C[C@@H]3C[C@H](C2)C[C@H](C1)C3)Cc1cc(C(=N)N)ccc1
2y5h,1lpg_ligand_similar_116,CHEMBL1190477,0.724138,n1(c(cc2c1ccc(c2)N)C(=O)NCc1cc[n+](cc1)C)Cc1cc(C(=N)N)ccc1
2y5h,1lpg_ligand_similar_117,CHEMBL92776,0.721854,c1cc2c(c(c1)C)cc(n2Cc1cccc(c1)C(=N)N)C(=O)NCc1cc(cc(c1)Cl)Cl
2y5h,1lpg_ligand_similar_12,CHEMBL1183783,0.862069,n1(c(cc2c1ccc(c2)OCc1ccccc1)C(=O)N[C@H](c1ccccc1)C)Cc1cc(C(=N)S)ccc1
2y5h,1lpg_ligand_similar_120,CHEMBL558238,0.716981,n1(c(cc2c1cccc2OC)C(=O)NCCc1cc[n+](cc1)C)Cc1cc(C(=N)N)ccc1.C(C(=O)[O-])(F)(F)F
2y5h,1lpg_ligand_similar_121,CHEMBL1194626,0.716129,n1(c(cc2c1ccc(c2C)F)C(=O)NCc1ccc([N+](Cc2ccccc2)(C)C)cc1)Cc1cc(C(=N)N)ccc1
2y5h,1lpg_ligand_similar_124,CHEMBL541402,0.711409,n1(c(C(=O)NC(c2cc[n+](cc2)C)C)cc2c1cccc2)Cc1cc(C(=N)N)ccc1.C(C(=O)[O-])(F)(F)F
2y5h,1lpg_ligand_similar_126,CHEMBL540899,0.709459,n1(c(cc2c1ccc(c2)N)C(=O)NCc1cc[n+](cc1)C)Cc1cc(C(=N)N)ccc1.C(C(=O)[O-])(F)(F)F
2y5h,1lpg_ligand_similar_128,CHEMBL92662,0.708609,c1(n(c2c(c1Br)cccc2)Cc1cc(C(=N)N)ccc1)C(=O)NCc1cc(cc(c1)C)C
2y5h,1lpg_ligand_similar_130,CHEMBL1190842,0.707483,n1(c(cc2c1cccc2)C(=O)NCCc1cc[n+](cc1)C)Cc1cc(C(=N)N)ccc1
2y5h,1lpg_ligand_similar_131,CHEMBL96231,0.707006,n1(c(cc2c1cccc2O)C(=O)NCc1c(c(cc(c1)Cl)Cl)Cl)Cc1cc(C(=N)N)ccc1
2y5h,1lpg_ligand_similar_132,CHEMBL91966,0.706667,n1(c(C(=O)NC(c2ccncc2)c2ccccc2)cc2c1cccc2)Cc1cc(C(=N)N)ccc1
2y5h,1lpg_ligand_similar_135,CHEMBL96586,0.703226,n1(c(cc2c1cccc2O)C(=O)NCCc1ccc(Cl)cc1)Cc1cc(C(=N)N)ccc1
2y5h,1lpg_ligand_similar_136,CHEMBL553013,0.702532,n1(c(cc2c1ccc(c2C)F)C(=O)NCc1ccc([N+](Cc2ccccc2)(C)C)cc1)Cc1cc(C(=N)N)ccc1.C(C(=O)[O-])(F)(F)F
2y5h,1lpg_ligand_similar_140,CHEMBL1179675,0.701987,n1(c(cc2c1cccc2C)C(=O)NCc1cc[n+]([O-])cc1)Cc1cc(C(=N)N)ccc1
2y5h,1lpg_ligand_similar_141,CHEMBL1190844,0.701987,n1(c(c(c2c1cccc2)C)C(=O)NCc1cc[n+](cc1)C)Cc1cc(C(=N)N)ccc1
2y5h,1lpg_ligand_similar_144,CHEMBL419704,0.699346,c1(n(c2c(c1Cl)cccc2)Cc1cc(C(=N)N)ccc1)C(=O)NCc1cc(C(=N)N)ccc1
2y5h,1lpg_ligand_similar_149,CHEMBL541656,0.693333,n1(c(cc2c1cccc2)C(=O)NCCc1cc[n+](cc1)C)Cc1cc(C(=N)N)ccc1.C(C(=O)[O-])(F)(F)F
2y5h,1lpg_ligand_similar_151,CHEMBL541658,0.69281,n1(c(c(c2c1cccc2)C)C(=O)NCc1cc[n+](cc1)C)Cc1cc(C(=N)N)ccc1.C(C(=O)[O-])(F)(F)F
2y5h,1lpg_ligand_similar_158,CHEMBL2448599,0.683544,n1(c(C(=O)N[C@@H](c2cc3c(cc(cc3)Cl)cc2)C2CCN(CC2)C)cc2c1cccc2)Cc1cc(C(=N)N)ccc1
2y5h,1lpg_ligand_similar_159,CHEMBL319878,0.683544,n1(c(C(=O)NC(c2cc3c(cc(cc3)Cl)cc2)C2CC[N+](CC2)(C)C)cc2c1cccc2)Cc1cc(C(=N)N)ccc1
2y5h,1lpg_ligand_similar_16,CHEMBL317567,0.844595,n1(c(cc2c1ccc(c2)OCc1ccccc1)C(=O)N[C@H](c1ccccc1)C)Cc1cc(C(=N)S)ccc1.C(C(=O)O)(F)(F)F
2y5h,1lpg_ligand_similar_161,CHEMBL91757,0.679245,c1(n(c2c(c1Br)c(ccc2)C)Cc1cc(C(=N)N)ccc1)C(=O)NCc1cc(C(=N)N)ccc1
2y5h,1lpg_ligand_similar_176,CHEMBL1195258,0.666667,c1(n(c2c(c1)cccc2)Cc1cc(C(=N)N)ccc1)C(=O)N(CC(=O)OC)Cc1cc[n+](cc1)C
2y5h,1lpg_ligand_similar_18,CHEMBL541406,0.835616,n1(c(cc2c1cccc2OC)C(=O)NCc1ccc([N+](C)(C)C)cc1)Cc1cc(C(=N)N)ccc1.C(C(=O)[O-])(F)(F)F
2y5h,1lpg_ligand_similar_182,CHEMBL554177,0.658385,c1(n(c2c(c1)cccc2)Cc1cc(C(=N)N)ccc1)C(=O)N(CC(=O)OC)Cc1cc[n+](cc1)C.C(C(=O)[O-])(F)(F)F
2y5h,1lpg_ligand_similar_184,CHEMBL2261206,0.657534,c1ccccc1C(CNC(=O)c1cc2c([nH]1)ccc(c2)OC)O
2y5h,1lpg_ligand_similar_185,CHEMBL33346,0.657534,n1(c(cc2c1cccc2OC)CNC(=O)CC)Cc1ccccc1
2y5h,1lpg_ligand_similar_187,CHEMBL283351,0.657143,c1(n(c2c(c1)cc(cc2)OC)C)C(=O)N(c1ccccc1)C
2y5h,1lpg_ligand_similar_188,CHEMBL1355802,0.656934,O=C(NCc1ccc(OC)cc1)c1n(c2c(c1)cc(cc2)C)C
2y5h,1lpg_ligand_similar_189,CHEMBL1195865,0.656805,c1(c(n(c2c1cccc2)Cc1cc(C(=N)N)ccc1)C(=O)NCc1cc[n+](cc1)C)C(=O)OC
2y5h,1lpg_ligand_similar_19,CHEMBL329805,0.82963,n1(c(cc2c1ccc(c2)O)C(=O)NCc1cc(C(=N)N)ccc1)Cc1cc(C(=N)N)ccc1
2y5h,1lpg_ligand_similar_196,CHEMBL1301921,0.65,O(c1cc2c([nH]c(c2)C(=O)NCCc2ccccc2)cc1)C
2y5h,1lpg_ligand_similar_197,CHEMBL1384291,0.649635,O(c1cc2c([nH]c(c2)C(=O)NCCCC)cc1)C
2y5h,1lpg_ligand_similar_199,CHEMBL524077,0.649351,c1(ccc2c(c1)cc(n2CC(F)(F)F)C(=O)N1CCC(CC1)(F)F)OC1CCN(CC1)C(C)C
2y5h,1lpg_ligand_similar_20,CHEMBL1196871,0.828358,n1(c(cc2c1cccc2)C(=O)NCc1ccc([N+](C)(C)C)cc1)Cc1cc(C(=N)N)ccc1
2y5h,1lpg_ligand_similar_200,CHEMBL96920,0.649254,n1(c(cc2c1cccc2)C(=O)N)Cc1cc(C(=N)N)ccc1
2y5h,1lpg_ligand_similar_202,CHEMBL1760657,0.648148,C1(CNC(=O)c2n(c3ccc(cc3c2)C#N)Cc2cc(ccc2OC)C(F)(F)F)(CO)CC1
2y5h,1lpg_ligand_similar_203,CHEMBL237479,0.648148,C1(N(CCCN)C(=O)c2[nH]c3c(c2)cc(cc3)OCc2ccccc2)Cc2c(CC1)cccc2
2y5h,1lpg_ligand_similar_207,CHEMBL4067010,0.646341,c1(ccc2c(c1)n(c(c2)C(=O)N(C)C)CCCOc1cc(c(c(c1)C)Cl)C)OCc1ccccc1C(=O)O
2y5h,1lpg_ligand_similar_21,CHEMBL552783,0.818182,n1(c(cc2c1cccc2O)C(=O)NCc1ccc([N+](C)(C)C)cc1)Cc1cc(C(=N)N)ccc1.C(C(=O)[O-])(F)(F)F
2y5h,1lpg_ligand_similar_213,CHEMBL1760666,0.645963,C(CCNC(=O)c1n(c2ccc(cc2c1)C#N)Cc1cccc(c1)OC(F)(F)F)(O)C(F)(F)F
2y5h,1lpg_ligand_similar_214,CHEMBL1760670,0.645963,C(CCNC(=O)c1n(c2ccc(cc2c1)C#N)Cc1cc(ccc1OC)Br)O
2y5h,1lpg_ligand_similar_215,CHEMBL522715,0.644295,c1(ccc2c(c1)cc([nH]2)C(=O)N1CCCCCC1)OC1CCN(CC1)C(C)C
2y5h,1lpg_ligand_similar_216,CHEMBL1760658,0.644172,C1(CNC(=O)c2n(c3ccc(cc3c2)C#N)Cc2cc(ccc2OC)C(C)(C)C)(CO)CC1
2y5h,1lpg_ligand_similar_22,CHEMBL96659,0.815603,n1(c(cc2c1cccc2O)C(=O)NCc1ccc(cc1)OC)Cc1cc(C(=N)N)ccc1
2y5h,1lpg_ligand_similar_220,CHEMBL1760653,0.642857,C(CNC(=O)c1n(c2ccc(cc2c1)C#N)Cc1cc(ccc1C)Cl)(CO)(C)C
2y5h,1lpg_ligand_similar_222,CHEMBL3184733,0.642384,O=C(NCCc1cc(OCC)c(OCC)cc1)c1n(c2c(c1)cccc2)C
2y5h,1lpg_ligand_similar_223,CHEMBL1760646,0.641975,C(CNC(=O)c1n(c2ccc(cc2c1)C#N)Cc1cc(ccc1OC)OC(F)(F)F)(CO)(C)C
2y5h,1lpg_ligand_similar_224,CHEMBL1760669,0.641975,C1(CCC1)(CCNC(=O)c1n(c2ccc(cc2c1)C#N)Cc1cccc(c1)OC(F)(F)F)O
2y5h,1lpg_ligand_similar_237,CHEMBL1455729,0.638298,O=C(NCc1c(OC)cccc1)c1n(c2c(c1)cc(cc2)C)C
2y5h,1lpg_ligand_similar_238,CHEMBL161277,0.638158,[nH]1c(cc2c1c(OCc1ccccc1)ccc2)C(=O)NCCCN(CC)CC
2y5h,1lpg_ligand_similar_24,CHEMBL558432,0.810219,n1(c(cc2c1cccc2)C(=O)NCc1ccc([N+](C)(C)C)cc1)Cc1cc(C(=N)N)ccc1.C(C(=O)[O-])(F)(F)F
2y5h,1lpg_ligand_similar_243,CHEMBL144272,0.637037,c1([nH]c2c(c1)cc(cc2)O)C(=O)NCc1ccc(cc1)OC
2y5h,1lpg_ligand_similar_246,CHEMBL2022924,0.636364,c1(ccc2c(c1)cc(n2C)CN(CC#C)C)OCc1ccccc1.C(=O)(C(=O)O)O
2y5h,1lpg_ligand_similar_247,CHEMBL8664,0.635762,c1([nH]c2c(c1)cc(cc2)OC)C(=O)NCCCn1cncc1
2y5h,1lpg_ligand_similar_248,CHEMBL1425573,0.635036,O=C(N(Cc1ncccc1)Cc1ncccc1)c1[nH]c2c(c1)cc(OC)cc2
2y5h,1lpg_ligand_similar_250,CHEMBL3969656,0.633987,COc1ccc2c(c1)cc(C(=O)NCCCCCC(=O)Nc1ccccc1N)n2C
2y5h,1lpg_ligand_similar_251,CHEMBL1553496,0.633803,O(c1cc2c(n(c(c2)C(=O)NN)C)cc1)Cc1ccccc1
